id,is_iceberg
5941774d,0.10863413661718369
4023181e,0.9145142436027527
b20200e4,3.606468758678533e-17
e7f018bb,0.9280905723571777
4371c8c3,0.0029646619223058224
a8d9b1fd,0.9074658751487732
29e7727e,0.003852866357192397
92a51ffb,0.9942156672477722
c769ac97,7.006277780163828e-10
aee0547d,2.1924651628707145e-15
565b28ac,2.83091182641045e-17
e04e9775,0.9609373211860657
8e8161d1,0.0006851370562799275
4cf4d256,0.8035955429077148
139e5324,0.9965020418167114
f156976f,0.003603406250476837
68a117cc,0.120326928794384
d9aa7a56,1.0963638885641558e-07
9005b143,0.5151170492172241
5f6d3988,0.9904046058654785
9ad70954,6.925781781319529e-05
b9087b9e,0.5027753710746765
a39a1427,0.9249497652053833
82fbe8ed,0.0002843652619048953
1fae4879,2.689450582238351e-07
6dd8f13d,8.673901930014754e-18
bbad5958,0.00739110354334116
54527583,0.07222478836774826
be8fa29c,0.2242286205291748
81a3328f,0.9947347640991211
1a3c0ab3,2.3655648616874268e-27
4deeeb8b,0.7468160390853882
ac6d5632,0.06248112767934799
472dadb5,0.9215918183326721
96093f95,0.9960361123085022
f5b4e3df,0.2045440375804901
e01a3c92,0.003846916137263179
001680af,0.9534323811531067
8e639f33,0.5091581344604492
a2c16612,0.9773953557014465
a6d76474,3.0325981015266734e-07
19c47684,0.8669888377189636
015827b6,0.008886268362402916
7df7f7ce,0.006912808399647474
0bbf1a3f,0.8505090475082397
636cfbb7,0.5502818822860718
7370030a,0.9574898481369019
43aa97ad,1.3480311485125629e-11
ba2b5e63,0.9998161196708679
dfdd335b,0.7042761445045471
e79b13dc,1.0208864596782455e-16
dc32b195,0.8750150203704834
6d868590,0.4204966127872467
75fa59aa,0.2639092206954956
ffe50836,0.10977350920438766
a7bfd784,0.9993755221366882
b3d569e3,0.00014812166045885533
6c538c5b,0.028061142191290855
5c7c15f4,5.577420543742155e-24
0b745139,4.314479724598641e-07
fd14608e,0.03935447335243225
f0bc8305,0.2716667354106903
a10ccb28,0.9949532151222229
543304c7,0.5159512162208557
6c3a4078,2.870832843909592e-14
9b73cc75,0.07305048406124115
5c6c71b1,0.4582684636116028
09ee9186,0.003291349159553647
207c35cf,0.8307793140411377
153c813e,2.1793601768742356e-27
5605d58b,0.7536666989326477
642ca396,0.0021657301113009453
d32d72c0,0.6372174024581909
16646a17,0.998105525970459
384074af,0.41090652346611023
69bf1e8c,0.6360583901405334
9e90a054,0.296089231967926
89dbe7f7,0.99446702003479
dbd27d22,0.7311922907829285
a2ea1561,0.8143213987350464
d63402af,1.3649166248796973e-05
1ac8bb92,0.8935428261756897
8beffca5,0.6839182376861572
46741f3e,1.1705577662723954e-07
e5ee6aa7,1.462487704264813e-29
5ecd892b,0.5169520974159241
69892166,6.498505200625004e-08
2f725a81,0.8097516894340515
810abfe4,1.2884586883747271e-26
e6f973e6,0.698735237121582
c60a5c46,0.010497656650841236
c42b9e08,0.6778405904769897
c3f00c23,2.477127932030282e-13
5307fdb8,0.6439207196235657
3e4f005e,0.01770203188061714
4a4cc2e0,0.7820571660995483
9bdd88d1,2.1939670566406555e-11
0d832bed,0.018025197088718414
14a134fa,0.049600936472415924
78a41676,7.294421067172152e-08
0bd4658e,0.20537714660167694
4a311bb0,0.9154638648033142
f939c817,8.222675205615815e-06
956adc4d,0.6581572890281677
f8a119f5,0.7810459733009338
61faa1ad,0.7407974600791931
6725eb3e,5.678479908510781e-10
17b3a8fd,0.7352877259254456
49a88dfc,2.941058028227417e-06
2d6ec645,0.5084814429283142
0d4d77ba,0.016747059300541878
3ee672a2,0.9988508224487305
738b41fd,0.11004342138767242
f7fb320d,0.8023709654808044
b42fad18,3.6304192108321896e-16
4ab8b00a,0.3356461822986603
f7870f2b,0.14912541210651398
4978666a,0.16100794076919556
f1b0d6c7,1.1010954949597362e-05
5642407f,0.0034251543693244457
36d4ff92,0.9969275593757629
4139aba2,0.7855387330055237
7585ce58,0.48753345012664795
33e25984,0.9972537159919739
ac46f3c9,0.09938253462314606
fc34a5b8,0.4619618356227875
85c36a8f,0.46050572395324707
b2d8a426,0.4480075538158417
13ec60d1,0.618242621421814
9d440f42,0.43482157588005066
1c0a891e,0.6678789258003235
981c3bc3,0.9954244494438171
295604f4,0.7009962201118469
16ca16c3,0.02706844173371792
b4dda837,0.0023167843464761972
88d088ef,0.01975092478096485
1b4fa160,0.2506648898124695
f371bd82,0.942905068397522
b130a0b7,0.9999144077301025
ebf1de82,0.6561861634254456
01e651c3,1.2086791290055743e-10
51b1fecc,0.2897703945636749
fa635a31,1.272383273837132e-20
97b7d789,1.874931740530883e-06
2f598053,0.009647186845541
c0e3e148,0.6728102564811707
cfa175a8,0.005290334578603506
3d7e09d8,0.9860830903053284
44a13d1b,0.0791749581694603
c66b0948,0.4823850095272064
976a6d64,0.09165752679109573
8bbd8909,0.9765623211860657
522890fd,0.0832524299621582
f23a3b95,0.7833521366119385
680039dc,0.5480886697769165
93028e53,0.5867067575454712
22a16932,0.9134541749954224
7d8126d2,0.001172101590782404
ba2ecd75,5.497889903754993e-12
8071bdd7,0.28362780809402466
96d5aeee,0.0014963340945541859
154be68f,0.9898046255111694
d8c2bfe2,0.9953070282936096
f76d47b0,1.8647030534252318e-12
0e781ade,3.1754061637911946e-05
13cf6060,5.473286823765022e-10
cd99f710,0.5481058955192566
d10005bb,1.2974482599403814e-10
3a31445f,0.9989830851554871
3157202d,0.2956509590148926
6ee64703,0.5242193937301636
e5de8685,0.048914868384599686
02cc70ba,0.003808593610301614
50984a87,0.7761445045471191
fa94957a,0.9952946305274963
eab406b4,0.8634218573570251
3ad39398,0.3323659598827362
9ecf3802,0.040337760001420975
6048ae7b,2.2096791063574983e-10
9dc68871,0.0037289364263415337
13701465,0.46116986870765686
8d8779f3,0.00041715786210261285
0712f269,0.010202051140367985
722c2597,0.0002019857056438923
478a2b08,0.29414308071136475
38f5fb41,0.5672547221183777
c52ad74d,0.9413869976997375
0c85fd09,4.345210833262307e-15
f1582cba,0.9844017624855042
